*
*
si00
si00_docu
si00_old
si00_train
si22
si23
si80
si81
si86
si88
si88_folder_list
si88_preanalysis
si89
si90
sidelta
sii0
sii00
sii1
sii10
sii2
sii20
sii3
sii30
sii4
sii40
sii5
siiall
siiall0
sistate
sistate2
sit0
sit00
sit1
sit10
sit2
sit20
sit3
sit4
sit5
sitall
s_iwb
si00
si00_docu
si00_old
si00_train
si22
si23
si80
si81
si86
si88
si88_folder_list
si88_preanalysis
si89
si90
sidelta
sii0
sii00
sii1
sii10
sii2
sii20
sii3
sii30
sii4
sii40
sii5
siiall
siiall0
sistate
sistate2
sit0
sit00
sit1
sit10
sit2
sit20
sit3
sit4
sit5
sitall
s_iwb
